comparison,case_id,policy,left,right,jaccard,intersection_over_min,reason,selected_count_delta,qualified_rate_delta
empty_vs_unrelated_memory,learning_exploration__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_graph__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_graph__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_policy__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_policy__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_reward__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_reward__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_collaboration__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_collaboration__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_evaluation__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_evaluation__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_hypothesis__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_hypothesis__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,science_retrieval__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,science_retrieval__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
topic_only_empty_memory_probe,agent_communication__agent_memory__agents,balanced,agent_communication,agent_memory,0.0,0.0,,0,0.0
topic_only_empty_memory_probe,agent_communication__agent_memory__agents,novelty,agent_communication,agent_memory,0.0,0.0,,0,0.0
topic_only_empty_memory_probe,agent_communication__agent_memory__agents,recognition,agent_communication,agent_memory,0.0,0.0,,0,0.0
topic_only_empty_memory_probe,agent_communication__agent_memory__agents,balanced,agent_communication,agent_memory,0.0,0.0,,1,0.4
topic_only_empty_memory_probe,agent_communication__agent_memory__agents,novelty,agent_communication,agent_memory,0.0,0.0,,1,0.4
topic_only_empty_memory_probe,agent_communication__agent_memory__agents,recognition,agent_communication,agent_memory,0.0,0.0,,1,0.4
topic_only_empty_memory_probe,agent_communication__agent_memory__learning,balanced,agent_communication,agent_memory,0.0,0.0,,0,0.0
topic_only_empty_memory_probe,agent_communication__agent_memory__learning,novelty,agent_communication,agent_memory,0.0,0.0,,0,0.0
topic_only_empty_memory_probe,agent_communication__agent_memory__learning,recognition,agent_communication,agent_memory,0.0,0.0,,0,0.0
topic_only_empty_memory_probe,agent_communication__agent_memory__learning,balanced,agent_communication,agent_memory,0.0,0.0,,1,0.4
topic_only_empty_memory_probe,agent_communication__agent_memory__learning,novelty,agent_communication,agent_memory,0.0,0.0,,1,0.4
